campaign,campaign_status,category,content,Country,country_shortname,coupon_code,date,id,influencer_name,latest year,max_coupon_data_refresh_date,max_coupon_reporting_date,max_influencer_data_refresh_date,medium,medium_modified,medium_type,medium_type_modified,month,month of order date,previous year,project_management,quality,region,reporting_shared,Select Year,size,size_modified ,Top 20 Inlfuencer names,Top Influencers with zero costs,#Posts,#Voucher,AOV,campaign_transaction_revenue,ce_posts,CPI,CPM,CPO,CPR,CPU,CR,dq_indicator_yes_all,dq_indicator_yes_central_europe,dq_indicator_yes_north_europe,dq_indicator_yes_south_europe,Engagement,Engagement Rate,Follower,Low Engagement rate High Cost,ne_posts,Net Reach,New User,no_campaign_item_revenue,no_campaign_net_revenue,no_influencer_campaign_item_revenue,no_influencer_campaign_net_revenue,no_influencer_campaign_transaction_revenue,NR Target,NR UTM,NR Voucher,NR/1000 Views,Orders,se_posts,"Select Metric by CPM,CPR & CPI",Select Metric by NR_User_Net Reach,sessions,Total Costs,Total NR,User,User / View
ollihashtagt_2004,done,family,,Germany,DE,OLLI,28/4/2020,DE20204_116,olli.hashtagt,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"25,37",975,0,"0,79","33,76","10,71","0,42","0,98","8,24%",,,,,382,"4,30%",23425,FALSE,0,8887,168,,,,,"5434,59",,"710,35 €",,80,28,0,"33,757,173,399",305,340,"300,00 €","710,35 €",305,"0,03"
majenkov_2005,done,family,,Germany,DE,NADJA,10/5/2020,DE20205_54,majenkov,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"25,15","1435,13",0,"0,70","28,93","7,93","0,32","0,83","9,40%",,,,,463,"4,12%",28600,FALSE,0,11235,177,,,,,"1332,41",,"1.031,18 €",,92,41,0,"28,927,458,834",393,436,"325,00 €","1.031,18 €",393,"0,03"
diemarina_2007,done,family,,Germany,DE,DIEMARINA,9/7/2020,DE20207_57,die.marinaaa,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"24,36","1417,33",0,"0,42","37,01","8,72","0,36","0,61","6,68%",,,,,886,"8,74%",23720,FALSE,0,10133,304,,,,,"489,47",,"1.047,59 €",,103,43,0,"37,007,796,309",616,644,"375,00 €","1.047,59 €",616,"0,06"
feliliebt_2006,done,family,,Germany,DE,FELILIEBT,7/6/2020,DE20206_36,feli_liebt_3_maenner,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"27,10","2387,95",0,"0,31","21,41","1,92","0,07","0,20","9,76%",,,,,406,"6,95%",23700,FALSE,0,5839,289,,,,,"520,47",,"1.761,63 €",,302,65,0,"21,407,775,304",626,666,"125,00 €","1.761,63 €",626,"0,11"
sophiesjournal_2005,done,fashion,,Germany,DE,SOPHIESJOURNAL,11/5/2020,DE20205_60,sophies.journal,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"23,37","263,79",0,"0,87","43,14","34,38","1,47","3,99","10,26%",,,,,315,"4,94%",23500,FALSE,0,6374,45,,,,,"72,79",,"186,99 €",,29,8,0,"43,144,022,592",69,78,"275,00 €","186,99 €",69,"0,01"
fennalein_20072,done,fashion,,Germany,DE,FENNA,27/7/2020,DE20207_165,fennalein,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/7/2020,1/7/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"23,21","378,22",0,"0,28","8,91","5,42","0,23","0,56","9,52%",,,,,233,"3,19%",17200,FALSE,0,7299,70,,,,,"2159,1",,"278,51 €",,38,12,0,"8,905,329,497",117,126,"65,00 €","278,51 €",117,"0,02"
fennaostern_2004,done,fashion,,Germany,DE,FENNAOSTERN,3/4/2020,DE20204_8,fennalein,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/4/2020,1/4/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"30,26","892,93",0,"0,14","10,98","3,18","0,11","0,22","6,57%",,,,,495,"7,76%",17200,FALSE,0,6377,240,,,,,"580,75",,"665,68 €",,104,22,0,"10,976,948,408",323,335,"70,00 €","665,68 €",323,"0,05"
marcymone_2006,done,health,,Germany,DE,MARCY,1/6/2020,DE20206_1,marcy_mone,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"24,30","202,97",0,"0,45","42,13","7,50","0,31","0,92","11,11%",,,,,101,"9,46%",12200,FALSE,0,1068,33,,,,,,,"145,79 €",,137,6,0,"42,134,831,461",49,54,"45,00 €","145,79 €",49,"0,05"
iamfabsi_20062,done,lifestyle,,Germany,DE,IAMFABSI,22/6/2020,DE20206_137,iamfabsi,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"20,60","60,82",0,"0,19","23,56","32,50","1,58","1,55","4,00%",,,,,345,"12,50%",22300,FALSE,0,2759,29,,,,,"67,83",,"41,20 €",,15,2,0,"23,559,260,602",42,50,"65,00 €","41,20 €",42,"0,02"
davidmiilan_20062,done,lifestyle,,Germany,DE,DAVIDMIILAN,17/6/2020,DE20206_108,davidmiilan,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Mikro,Mikro,,FALSE,1,1,"24,16","103,94",0,"0,97","63,52","53,33","2,21","2,11","3,57%",,,,,165,"6,55%",21400,FALSE,0,2519,54,,,,,"91,23",,"72,48 €",,29,3,0,"63,517,268,757",76,84,"160,00 €","72,48 €",76,"0,03"
mamiplatz_20052,done,family,,Germany,DE,MAMIPLATZ,23/5/2020,DE20205_162,mamiplatz,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/5/2020,1/5/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Nano,Nano,,FALSE,1,1,"47,71","119,45",0,"0,52","22,44","32,50","0,68","2,17","5,56%",,,,,125,"4,32%",8900,FALSE,0,2896,20,,,,,"60,82",,"95,42 €",,33,2,0,"22,444,751,381",30,36,"65,00 €","95,42 €",30,"0,01"
deniseschindler_20062,done,sports,,Germany,DE,KILLERBEE,18/6/2020,DE20206_111,denise_schindler,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/6/2020,1/6/2020 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Nano,Nano,,FALSE,1,1,"27,62","73,11",0,"0,76","28,81","22,50","0,81","2,37","8,33%",,,,,59,"3,78%",7196,FALSE,0,1562,13,,,,,,,"55,24 €",,35,2,0,"28,809,218,950",19,24,"45,00 €","55,24 €",19,"0,01"
l-de-n-ig-hank_ge_20010,done,sports,,Austria,AT,,24/10/2020,AT202010_193,hank_ge,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"46,83","112,4",0,"0,50","18,40","234,45","5,01","2,23","0,69%",1,0,0,0,938,"3,68%",349000,FALSE,0,25486,187,,,,,,"625,20 €","93,65 €",,4,2,0,"18,398,336,342",210,290,"468,90 €","93,65 €",210,"0,01"
l-de-n-ig-evasaischegg_2009,done,sports,,Austria,AT,,11/9/2020,AT20209_62,evasaischegg,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"48,30","471,9",0,"0,67","29,62","50,00","1,04","1,44","2,58%",1,0,0,0,601,"4,45%",234000,FALSE,0,13505,198,,,,,,"533,33 €","386,37 €",,29,8,0,"29,618,659,756",277,310,"400,00 €","386,37 €",277,"0,02"
evasaischegg_2008,done,sports,,Austria,AT,,2/8/2020,AT20208_5,evasaischegg,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"27,96","415,75",0,"0,00","0,00","0,00","0,00","0,00","3,47%",1,0,0,0,418,"3,07%",234000,FALSE,0,13602,210,,,,,,"0,00 €","279,63 €",,21,10,0,0,277,288,"0,00 €","279,63 €",277,"0,02"
growingannanas_2008,done,sports,,Austria,AT,,11/8/2020,AT20208_58,growingannanas,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"30,07","517,43",0,"0,57","32,59","23,08","0,77","0,84","3,11%",1,0,0,0,524,"5,69%",127000,FALSE,0,9206,236,,,,,,"400,00 €","390,92 €",,42,13,0,"32,587,442,972",356,418,"300,00 €","390,92 €",356,"0,04"
evasaischegg_20082,done,sports,,Austria,AT,EVAget2,24/8/2020,AT20208_143,evasaischegg,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"41,76","829,43",0,"0,65","29,39","25,00","0,60","1,25","4,61%",1,0,0,0,611,"4,49%",234000,FALSE,0,13611,241,"29,95",,"29,95",,,"800,00 €","668,22 €",,49,16,0,"29,387,995,004",321,347,"400,00 €","668,22 €",321,"0,02"
l-de-n-ig-instadad_2009,done,family,,Austria,AT,,7/9/2020,AT20209_34,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"34,21","1030,24",0,"0,00","0,00","0,00","0,00","0,00","2,68%",1,0,0,0,1103,"5,29%",78600,FALSE,0,20832,281,,,,,,"0,00 €","821,15 €",,39,24,0,0,860,895,"0,00 €","821,15 €",860,"0,04"
l-de-n-ig-instadad_2009,done,family,,Austria,AT,,7/9/2020,AT20209_32,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,16/2/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"34,21","1030,24",0,"0,00","0,00","0,00","0,00","0,00","2,68%",1,0,0,0,1103,"5,29%",78600,FALSE,0,20832,281,,,,,,"0,00 €","821,15 €",,39,24,0,0,860,895,"0,00 €","821,15 €",860,"0,04"
l-de-n-ig-instadadpapazwuck_20010,done,family,,Austria,AT,,9/10/2020,AT202010_83,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,16/2/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"36,39",2026,0,"0,51","13,42","20,62","0,57","0,69","3,05%",1,0,0,0,1927,"2,61%",78600,FALSE,0,73775,667,,,,,,"1.319,87 €","1.746,82 €",,24,48,0,"13,417,824,466",1444,1574,"989,90 €","1.746,82 €",1444,"0,02"
l-de-n-ig-instadadpapazwuck_20010,done,family,,Austria,AT,,9/10/2020,AT202010_82,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"36,39",2026,0,"0,51","13,42","20,62","0,57","0,69","3,05%",1,0,0,0,1927,"2,61%",78600,FALSE,0,73775,667,,,,,,"1.319,87 €","1.746,82 €",,24,48,0,"13,417,824,466",1444,1574,"989,90 €","1.746,82 €",1444,"0,02"
instadad_20082,done,family,,Austria,AT,,24/8/2020,AT20208_147,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"25,56","2203,26",0,"1,12","27,39","15,08","0,59","1,39","8,68%",1,0,0,0,845,"2,44%",78600,FALSE,0,34684,235,,,,,,"1.266,67 €","1.610,46 €",,46,63,0,"27,390,151,078",685,726,"950,00 €","1.610,46 €",685,"0,02"
instadad_20082,done,family,,Austria,AT,,24/8/2020,AT20208_146,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,8/2/2021 15:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"25,56","2203,26",0,"1,12","27,39","15,08","0,59","1,39","8,68%",1,0,0,0,845,"2,44%",78600,FALSE,0,34684,235,,,,,,"1.266,67 €","1.610,46 €",,46,63,0,"27,390,151,078",685,726,"950,00 €","1.610,46 €",685,"0,02"
instadad_2008,done,family,,Austria,AT,,3/8/2020,AT20208_17,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"30,73","3957,95",0,"0,53","34,41","9,50","0,31","0,62","6,09%",1,0,0,0,1779,"6,44%",78600,FALSE,0,27611,635,,,,,,"1.266,67 €","3.073,27 €",,111,100,0,"34,406,577,089",1543,1641,"950,00 €","3.073,27 €",1543,"0,06"
l-de-n-ig-instadad_20092,done,family,,Austria,AT,PAPAZWUCK,22/9/2020,AT20209_155,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"71,97","8085,62",0,"0,52","29,21","4,73","0,07","0,70","13,96%",1,0,0,0,1814,"5,58%",78600,FALSE,0,32525,481,,"4498,65",,"3624,69","3780,18","1.900,00 €","6.341,63 €","8.123,34 €",445,201,0,"29,208,301,307",1352,1440,"950,00 €","14.464,97 €",1352,"0,04"
l-de-n-ig-juleslw_20010,done,lifestyle,,Germany,DE,,11/10/2020,DE202010_94,juleslw,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"41,01","92,75",0,"1,58","27,85","468,90","11,43","4,32","0,83%",1,0,0,0,593,"1,76%",409000,FALSE,0,33668,179,,,,,,"1.250,40 €","82,02 €",,2,2,0,"27,854,342,402",217,240,"937,80 €","82,02 €",217,"0,01"
l-de-n-ig-juleslw_2009,done,lifestyle,,Germany,DE,,28/9/2020,DE20209_222,juleslw,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"37,30","486,42",0,"0,67","22,95","81,82","2,19","1,19","1,36%",1,0,0,0,1348,"3,44%",409000,FALSE,0,39224,641,,,,,,"1.200,00 €","410,28 €",,10,11,0,"22,945,135,631",755,807,"900,00 €","410,28 €",755,"0,02"
l-de-n-ig-juleslw_2009,done,lifestyle,,Germany,DE,,7/10/2020,DE202010_61,juleslw,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"37,30","486,42",0,"0,51","26,40","85,25","2,29","1,24","1,36%",1,0,0,0,1842,"5,19%",409000,FALSE,0,35519,641,,,,,,"1.250,40 €","410,28 €",,12,11,0,"26,402,770,348",755,807,"937,80 €","410,28 €",755,"0,02"
l-de-n-ig-juleslw_200102,done,lifestyle,,Germany,DE,,19/10/2020,DE202010_159,juleslw,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"40,07","559,3",0,"0,55","29,78","78,15","1,95","1,18","1,45%",1,0,0,0,1696,"5,39%",409000,FALSE,0,31490,652,,,,,,"1.250,40 €","480,84 €",,15,12,0,"29,780,882,820",796,830,"937,80 €","480,84 €",796,"0,03"
l-de-n-ig-typischian_20010,done,lifestyle,,Germany,DE,,7/10/2020,DE202010_63,iangleiber,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/10/2020,1/10/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"38,93",789,0,"0,18","15,89","39,84","1,02","0,27","0,66%",1,0,0,0,3850,"9,03%",304000,FALSE,0,42619,2280,,,,,,"903,07 €","661,77 €",,16,17,0,"15,891,973,064",2477,2576,"677,30 €","661,77 €",2477,"0,06"
_michellespr_2008,done,sports,,Germany,DE,,12/8/2020,DE20208_68,_michellespr,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"37,91","39,8",0,"1,28","40,79","150,00","3,96","3,33","2,22%",1,0,0,0,117,"3,18%",127000,FALSE,0,3677,23,,,,,,"200,00 €","37,91 €",,10,1,0,"40,794,125,646",45,45,"150,00 €","37,91 €",45,"0,01"
_michellespr_20082,done,sports,,Germany,DE,,25/8/2020,DE20208_147,_michellespr,1/1/2021,30/3/2021 0:16,30/3/2021,8/2/2021 15:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"31,13","41,85",0,"2,00","41,40","150,00","4,82","5,00","3,23%",1,0,0,0,75,"2,07%",127000,FALSE,0,3623,17,,,,,,"200,00 €","31,13 €",,9,1,0,"41,402,152,912",30,31,"150,00 €","31,13 €",30,"0,01"
_michellespr_20082,done,sports,,Germany,DE,,25/8/2020,DE20208_148,_michellespr,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"31,13","41,85",0,"2,00","41,40","150,00","4,82","5,00","3,23%",1,0,0,0,75,"2,07%",127000,FALSE,0,3623,17,,,,,,"200,00 €","31,13 €",,9,1,0,"41,402,152,912",30,31,"150,00 €","31,13 €",30,"0,01"
cocoswonderland_2008,done,sports,,Germany,DE,,8/9/2020,DE20209_119,cocos_wonderland,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"25,14","34,9",0,"2,04","50,07","300,00","11,93","2,46","0,76%",1,0,0,0,147,"2,45%",145000,FALSE,0,5992,98,,,,,,"400,00 €","25,14 €",,4,1,0,"50,066,755,674",122,131,"300,00 €","25,14 €",122,"0,02"
juliusise_20082,done,sports,,Germany,DE,,26/8/2020,DE20208_156,juliusise,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"31,56","84,7",0,"0,51","16,91","25,00","0,79","1,52","5,71%",1,0,0,0,98,"3,31%",223000,FALSE,0,2957,24,,,,,,"66,67 €","63,12 €",,21,2,0,"16,909,029,422",33,35,"50,00 €","63,12 €",33,"0,01"
l-de-n-ig-juliusise_2009,done,sports,,Germany,DE,,9/9/2020,DE20209_44,juliusise,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"33,76","89,8",0,"0,44","25,40","35,00","1,04","1,04","2,60%",1,0,0,0,160,"5,81%",223000,FALSE,0,2756,43,,,,,,"93,33 €","67,52 €",,24,2,0,"25,399,129,173",67,77,"70,00 €","67,52 €",67,"0,02"
trainhard_eatwell_2008,done,sports,,Germany,DE,,9/8/2020,DE20208_43,trainhard_eatwell,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"38,39","94,8",0,"0,71","17,70","75,00","1,95","1,34","1,65%",1,0,0,0,212,"2,50%",134000,FALSE,0,8473,96,,,,,,"200,00 €","76,78 €",,9,2,0,"17,703,292,812",112,121,"150,00 €","76,78 €",112,"0,01"
l-de-n-ig-trainhard_eatwell_2009,done,sports,,Germany,DE,,18/9/2020,DE20209_111,trainhard_eatwell,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"43,96","111,65",0,"0,79","23,25","75,00","1,71","1,26","1,55%",1,0,0,0,189,"2,93%",134000,FALSE,0,6452,79,,,,,,"200,00 €","87,92 €",,14,2,0,"23,248,605,084",119,129,"150,00 €","87,92 €",119,"0,02"
l-de-n-ig-patriciakraft_2009,done,sports,,Germany,DE,,9/9/2020,DE20209_45,patriciakraft,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"20,95","57,75",0,"0,57","25,11","100,00","4,77","1,12","1,02%",1,0,0,0,353,"4,43%",215000,FALSE,0,7964,138,,,,,,"266,67 €","41,89 €",,5,2,0,"25,113,008,538",179,196,"200,00 €","41,89 €",179,"0,02"
trainhard_eatwell_20082,done,sports,,Germany,DE,,15/8/2020,DE20208_96,trainhard_eatwell,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"29,07","112,65",0,"0,64","23,39","50,00","1,72","1,03","1,96%",1,0,0,0,234,"3,65%",134000,FALSE,0,6414,117,,,,,,"200,00 €","87,22 €",,14,3,0,"23,386,342,376",145,153,"150,00 €","87,22 €",145,"0,02"
cocoswonderland_20082,done,sports,,Germany,DE,,26/8/2020,DE20208_157,cocos_wonderland,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"45,05","162,5",0,"0,08","25,42","66,67","1,48","2,08","2,88%",1,0,0,0,2433,"30,93%",145000,FALSE,0,7867,56,,,,,,"266,67 €","135,14 €",,17,3,0,"25,422,651,583",96,104,"200,00 €","135,14 €",96,"0,01"
l-de-n-ig-patriciakraft_20092,done,sports,,Germany,DE,,18/9/2020,DE20209_113,patriciakraft,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"27,73","105,65",0,"0,53","18,66","66,67","2,40","0,82","1,17%",1,0,0,0,377,"3,52%",215000,FALSE,0,10719,186,,,,,,"266,67 €","83,18 €",,8,3,0,"18,658,456,946",244,257,"200,00 €","83,18 €",244,"0,02"
l-de-n-ig-sunnys_secret_2009,done,sports,,Germany,DE,,8/9/2020,DE20209_41,sunnys_secret,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"41,20","300,1",0,"0,34","20,13","16,67","0,40","0,36","1,99%",1,0,0,0,295,"5,94%",110000,FALSE,0,4967,239,,,,,,"133,33 €","247,21 €",,50,6,0,"20,132,876,988",277,301,"100,00 €","247,21 €",277,"0,06"
l-de-n-ig-sunnys_secret_20092,done,sports,,Germany,DE,,23/9/2020,DE20209_161,sunnys_secret,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/9/2020,1/9/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"33,00","277,15",0,"0,81","26,46","14,29","0,43","0,53","3,13%",1,0,0,0,124,"3,28%",110000,FALSE,0,3779,152,,,,,,"133,33 €","231,02 €",,61,7,0,"26,462,026,991",189,224,"100,00 €","231,02 €",189,"0,05"
benjaminryanmelzer_20082,done,sports,,Germany,DE,,9/8/2020,DE20208_42,benjaminryanmelzer,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/8/2020,1/8/2020 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"18,90","179,75",0,"1,61","47,53","29,29","1,55","1,11","3,45%",1,0,0,0,127,"2,94%",131000,FALSE,0,4313,72,,,,,,"273,33 €","132,31 €",,31,7,0,"47,530,721,076",184,203,"205,00 €","132,31 €",184,"0,04"
